amount,claim_type,days_since_policy_start,has_witnesses,prior_claims_count,description,is_fraud
919.64,PROPERTY,400,0,0,"Minor parking lot collision at Target; both drivers exchanged details, insurance info noted.",0
763.32,PROPERTY,1401,1,0,Car was damaged.,1
2918.65,PROPERTY,694,1,1,"Vehicle disappeared from parking lot, no security camera footage.",0
389.3,LIFE,853,1,0,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
2669.62,PROPERTY,770,1,1,Backyard fence damaged by neighbour's tree falling during high winds on August 11.,0
2003.3,AUTO,772,1,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1560.18,PROPERTY,937,0,0,"Deer collision on the highway near exit 60; airbag deployed, vehicle towed.",0
8850.91,PROPERTY,635,0,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
970.48,PROPERTY,588,0,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
14190.08,AUTO,601,1,1,"Items missing after recent move, exact value uncertain.",0
1443.13,AUTO,984,0,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,1
504.21,PROPERTY,1227,1,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on August 11.,0
1938.98,AUTO,833,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
616.31,AUTO,1016,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
852.56,HEALTH,620,0,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
2689.29,AUTO,1160,0,0,"Property damage but no witnesses, claim is for full replacement value.",1
3151.34,AUTO,591,1,0,"Deer collision on the highway near exit 38; airbag deployed, vehicle towed.",0
970.52,LIFE,632,1,1,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
4853.26,PROPERTY,83,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
5753.18,PROPERTY,392,1,0,"House contents destroyed, fire of unknown origin, no smoke alarm activated.",1
7603.03,AUTO,1107,1,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
3069.94,AUTO,131,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
7068.68,HEALTH,336,1,2,Rear-end collision at the intersection of Main St and Walnut Rd; minor whiplash and bumper damage.,0
275.67,HEALTH,1165,0,0,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
1315.66,AUTO,1309,1,2,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
759.75,PROPERTY,623,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
2036.98,LIFE,610,0,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-23205.",1
1021.01,HEALTH,764,0,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-33294.",0
1531.25,AUTO,1155,1,1,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
11874.81,AUTO,704,1,0,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,0
1525.81,AUTO,260,0,1,"Sudden mechanical failure, vehicle written off, no third party.",1
2734.74,AUTO,647,0,0,"Items missing after recent move, exact value uncertain.",1
1433.29,HEALTH,382,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-61009.",1
1950.25,HEALTH,1026,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
1818.95,HEALTH,214,1,1,"Vehicle stolen, no GPS data, no security footage available.",1
2830.83,PROPERTY,913,0,1,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
5798.23,AUTO,195,1,0,Hailstorm on August 11 caused dents on the hood and cracked the windshield.,0
9389.94,AUTO,1458,1,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
2464.19,AUTO,960,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3260.21,AUTO,209,1,1,"Deer collision on the highway near exit 38; airbag deployed, vehicle towed.",0
572.0,HEALTH,1438,1,1,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
1655.94,PROPERTY,860,1,2,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
4629.89,PROPERTY,910,1,0,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
4298.27,HEALTH,95,0,0,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",1
2234.14,HEALTH,282,0,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
4386.97,AUTO,1212,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2953.56,HEALTH,701,0,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
6004.75,AUTO,924,1,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2414.77,PROPERTY,1480,1,0,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at Riverside Medical.",0
1266.87,HEALTH,643,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2529.66,AUTO,571,0,0,"Vehicle stolen, no GPS data, no security footage available.",1
96.49,AUTO,1203,0,0,"Minor parking lot collision at Costco; both drivers exchanged details, insurance info noted.",0
2651.51,AUTO,99,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
47.07,PROPERTY,683,0,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
322.64,AUTO,1282,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2840.59,AUTO,342,1,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2914.72,AUTO,456,1,0,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
565.42,PROPERTY,709,1,0,"Minor parking lot collision at Home Depot; both drivers exchanged details, insurance info noted.",0
887.05,HEALTH,112,1,0,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
7119.13,HEALTH,107,1,0,Rear-end collision at the intersection of Main St and Maple Ave; minor whiplash and bumper damage.,0
1114.29,AUTO,377,1,0,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
17033.21,AUTO,1346,1,0,Rear-end collision at the intersection of Pine Rd and Cedar Lane; minor whiplash and bumper damage.,0
1804.57,PROPERTY,333,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
2719.05,AUTO,1096,0,1,Front-end collision when the other driver ran a red light at 5th Ave; police report filed.,0
9107.69,AUTO,639,0,1,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
2061.17,HEALTH,1140,1,1,"Damage occurred while alone, nobody saw, no police report.",1
663.58,AUTO,495,1,2,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-94744.",0
1620.15,AUTO,1311,1,0,"Deer collision on the highway near exit 145; airbag deployed, vehicle towed.",0
1744.79,PROPERTY,556,1,3,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at St. Luke's.",0
461.86,HEALTH,1187,1,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
1399.92,AUTO,1247,1,0,Tree branch fell during the storm on July 5 and dented the roof above the garage.,0
860.75,AUTO,648,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,0
4556.72,PROPERTY,1000,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1871.72,AUTO,178,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-31958.",0
1362.67,AUTO,745,1,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
1625.9,HEALTH,560,1,1,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
2260.0,HEALTH,1431,0,1,Tree branch fell during the storm on March 12 and dented the roof above the garage.,0
3350.33,LIFE,1401,1,0,Front-end collision when the other driver ran a red light at Oak Ave; police report filed.,0
665.33,AUTO,1175,1,0,Rear-end collision at the intersection of Elm Blvd and Walnut Rd; minor whiplash and bumper damage.,0
638.05,AUTO,1423,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on April 3.,0
5457.14,HEALTH,1463,1,0,"Deer collision on the highway near exit 42; airbag deployed, vehicle towed.",0
1197.11,HEALTH,1152,0,1,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
438.41,AUTO,891,1,0,Rear-end collision at the intersection of Main St and Maple Ave; minor whiplash and bumper damage.,0
2818.08,HEALTH,307,1,1,Hailstorm on May 18 caused dents on the hood and cracked the windshield.,0
2873.74,AUTO,1223,0,0,Hailstorm on March 12 caused dents on the hood and cracked the windshield.,1
391.23,PROPERTY,292,1,0,Rear-end collision at the intersection of 5th Ave and Maple Ave; minor whiplash and bumper damage.,0
2274.42,PROPERTY,278,0,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
3772.84,HEALTH,1319,0,0,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on May 18.,1
2629.07,LIFE,172,1,0,Rear-end collision at the intersection of Pine Rd and Maple Ave; minor whiplash and bumper damage.,0
3401.53,LIFE,213,0,0,Backyard fence damaged by neighbour's tree falling during high winds on June 24.,0
443.96,AUTO,766,1,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
2517.55,AUTO,876,0,1,Tree branch fell during the storm on June 24 and dented the roof above the garage.,0
1335.93,HEALTH,69,0,0,Lightning strike damaged HVAC unit on August 11; technician assessment attached.,0
1115.67,AUTO,567,1,0,"Deer collision on the highway near exit 190; airbag deployed, vehicle towed.",0
4318.03,AUTO,338,1,1,Rear-end collision at the intersection of 5th Ave and Walnut Rd; minor whiplash and bumper damage.,0
7936.87,AUTO,453,1,1,"Slipped on icy steps at the front entrance; sprained ankle, ER visit at City General.",0
10876.61,LIFE,272,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-72276.",0
6733.21,HEALTH,1016,1,0,"Bicycle accident; broken collarbone, treated at St. Luke's, X-rays and follow-up scheduled.",0
1620.14,PROPERTY,710,0,1,Backyard fence damaged by neighbour's tree falling during high winds on March 12.,0
2572.72,AUTO,1439,0,0,"Bicycle accident; broken collarbone, treated at Mercy General, X-rays and follow-up scheduled.",0
3892.56,AUTO,13,1,0,Rear-end collision at the intersection of Elm Blvd and Maple Ave; minor whiplash and bumper damage.,0
2040.96,PROPERTY,1166,0,1,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
2060.62,AUTO,1364,1,1,Hailstorm on July 5 caused dents on the hood and cracked the windshield.,0
4120.6,AUTO,729,1,0,Front-end collision when the other driver ran a red light at Main St; police report filed.,0
1703.97,AUTO,1049,1,0,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
871.93,HEALTH,661,1,1,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
1194.55,AUTO,892,1,0,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",1
3408.1,AUTO,1361,0,1,"Kitchen fire started from an unattended pan, contained by smoke detector and extinguisher.",0
1813.46,AUTO,795,1,0,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
2540.74,AUTO,867,1,0,Rear-end collision at the intersection of Elm Blvd and Walnut Rd; minor whiplash and bumper damage.,0
3533.62,AUTO,1480,0,1,Front-end collision when the other driver ran a red light at Elm Blvd; police report filed.,0
1242.85,HEALTH,745,1,2,"Pipe burst in basement; water damage to flooring and stored items, plumber invoice attached.",0
3851.62,AUTO,260,1,0,"Deer collision on the highway near exit 187; airbag deployed, vehicle towed.",0
2640.81,AUTO,1024,0,2,Water damage in the kitchen ceiling from a burst pipe in the upstairs bathroom on July 5.,0
525.94,HEALTH,1039,1,0,"Bicycle accident; broken collarbone, treated at Riverside Medical, X-rays and follow-up scheduled.",0
7648.81,PROPERTY,356,1,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-22545.",0
1095.82,AUTO,1093,0,1,"Side-swipe accident on highway; dashcam footage available, other driver's insurance contacted.",0
345.47,AUTO,96,1,1,Hailstorm on June 24 caused dents on the hood and cracked the windshield.,0
635.85,AUTO,480,0,2,Rear-end collision at the intersection of Pine Rd and Birch St; minor whiplash and bumper damage.,0
651.29,LIFE,1282,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-86628.",0
1904.88,AUTO,926,0,0,Backyard fence damaged by neighbour's tree falling during high winds on May 18.,0
1374.92,AUTO,911,1,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-90213.",0
1290.99,HEALTH,931,0,1,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-17530.",0
3360.02,AUTO,248,0,2,"Bicycle accident; broken collarbone, treated at City General, X-rays and follow-up scheduled.",0
2539.89,AUTO,1442,1,1,Front-end collision when the other driver ran a red light at Pine Rd; police report filed.,0
2480.08,AUTO,447,1,0,Tree branch fell during the storm on August 11 and dented the roof above the garage.,0
2723.92,HEALTH,1179,0,0,"Burglary while on vacation; entry through the back window, electronics and jewellery taken, police report #PR-17219.",0
3348.05,HEALTH,1484,0,0,Lightning strike damaged HVAC unit on June 24; technician assessment attached.,0
219.65,HEALTH,362,1,1,Rear-end collision at the intersection of Elm Blvd and Cedar Lane; minor whiplash and bumper damage.,0
